seq,name/first,name/last,age,street,city,state,zip,dollar,pick,date
4028,Brian,Moreno,39,Akmu Terrace,Kikubno,WV,56862,$9998.75,RED,02/03/1997
4029,Cameron,Shelton,25,Nibnez Key,Inagocuj,KY,56329,$1940.10,BLUE,12/25/1944
4030,Jackson,Lambert,44,Enful Manor,Ficuutu,DC,20623,$3211.28,YELLOW,02/09/1998
4031,Luis,Jackson,64,Lonref Lane,Kiojlak,VT,35743,$3944.41,RED,11/25/1919
4032,Lottie,Hamilton,43,Evun Drive,Ceuzapoj,WI,74890,$9215.73,YELLOW,12/06/2054
4033,Nelle,Newman,22,Omoc Ridge,Acvupag,MS,36082,$9072.78,YELLOW,11/11/2058
4034,Victoria,Barker,36,Wanab Heights,Azgapuve,TN,17134,$5567.15,WHITE,03/18/1979
4035,Devin,Tucker,27,Rucvav Plaza,Osereafe,CA,80174,$7516.05,BLUE,04/30/1941
4036,Leona,Webb,20,Zuvoku Loop,Wuwlumu,KY,57839,$3870.58,YELLOW,05/10/1982
4037,Myrtie,Murray,32,Niep Extension,Zekihij,MD,93244,$9534.81,BLUE,04/09/2058
4038,Ora,Harvey,55,Meble Mill,Upapivij,ID,68229,$5319.83,GREEN,10/16/1991
4039,Maria,Higgins,33,Eboino Highway,Himacovap,SC,28040,$2201.51,WHITE,05/05/2057
4040,Scott,Collier,54,Zimij Trail,Zeleckij,FL,90810,$4191.44,BLUE,10/11/1917
4041,Josie,McLaughlin,39,Nawocu Grove,Tovedi,SC,30584,$8046.97,GREEN,08/30/2064
4042,Barbara,Ward,28,Guima Pike,Jobdavifi,AL,01137,$6747.41,YELLOW,01/02/1980
4043,Virgie,Page,31,Secab Loop,Gejulrac,OR,55714,$5330.76,YELLOW,06/11/2008
4044,Corey,Peterson,18,Juwi Point,Hokmoknu,WA,48456,$3770.22,BLUE,03/20/2034
4045,Charles,Cox,61,Ajha Trail,Awuneho,MT,32584,$4771.51,BLUE,11/25/1959
4046,Eliza,Goodman,22,Cuma Drive,Veimha,IN,21566,$498.08,WHITE,07/30/1940
4047,Craig,Hughes,30,Varko Ridge,Toabunav,ID,68772,$6043.73,BLUE,03/08/2008
4048,Mabel,Terry,60,Kewpuw Highway,Liwiko,NJ,11888,$136.42,RED,02/06/1966
4049,Barbara,Cooper,59,Sopowu Place,Pafmavu,KS,17050,$9260.87,GREEN,09/17/2062
4050,Jeremy,Brady,53,Sirnaw Loop,Dawlunu,TX,53715,$9316.15,GREEN,05/17/2009
4051,Joshua,Hudson,57,Lufah Square,Garazmin,MA,09205,$1930.13,GREEN,01/30/1952
4052,Lottie,Tate,24,Jeop Pike,Onibige,VT,35183,$7862.61,GREEN,06/07/1964
4053,Elsie,Davidson,63,Vanid View,Cajlizeh,WA,44994,$2856.96,WHITE,10/14/2047
4054,Sadie,Wood,52,Powja River,Wandahu,AL,26889,$4664.12,BLUE,11/14/2021
4055,Shane,Harrison,42,Urolid Avenue,Foveljah,KY,63652,$6739.16,YELLOW,02/04/1906
4056,Martin,Griffin,57,Wuva Trail,Cehegef,CO,88936,$9531.15,GREEN,11/04/1946
4057,Georgia,Townsend,42,Emeim Terrace,Ravveegi,UT,49116,$678.24,RED,09/16/2022
4058,Mae,James,34,Fuzbuf Park,Wibain,CO,76324,$1654.34,GREEN,02/14/1991
4059,Alexander,Thornton,24,Niszi Place,Kejwiban,AZ,69959,$8085.32,WHITE,04/15/2052
4060,Jason,Vasquez,53,Ufuova Avenue,Peizade,MN,64053,$429.34,RED,10/27/1926
4061,Lottie,Armstrong,44,Woupa Pass,Abuacagoh,OK,25984,$3715.60,YELLOW,08/05/2025
4062,Barry,Rogers,18,Couh Street,Tuhunef,WY,61570,$5398.78,WHITE,02/18/2010
4063,Cora,Haynes,53,Duul Court,Tafnejite,HI,38703,$8883.22,WHITE,11/28/2024
4064,Jeanette,Mack,63,Jofe Parkway,Foromhoc,WY,92207,$2573.34,YELLOW,12/04/2020
4065,Beulah,George,25,Cugu Manor,Nogimze,TN,08314,$3381.23,RED,10/31/1952
4066,Teresa,Fisher,31,Petig Boulevard,Mumufaj,TN,55678,$6812.93,WHITE,02/05/1950
4067,Estella,Perkins,38,Kulim Street,Zuimgus,MI,81120,$9142.06,WHITE,10/04/2052
4068,Kevin,Drake,54,Leno Center,Ucgigzo,CT,55470,$6334.28,WHITE,11/27/1918
4069,Ada,Mendez,20,Dotzu Court,Jizegoj,DC,73264,$4015.79,WHITE,08/19/2065
4070,Cole,Green,52,Unjes Point,Epagaomo,MS,37592,$6520.71,RED,07/19/2015
4071,Eunice,Jackson,34,Rijle Court,Ruzeuw,AZ,77791,$7388.40,WHITE,09/26/2061
4072,Jimmy,Pearson,27,Wibig Turnpike,Zenilepe,SD,92550,$707.58,YELLOW,05/21/1969
4073,Warren,Hawkins,38,Vuhjeb Junction,Ubicabogu,DC,59247,$9085.20,WHITE,04/27/1986
4074,Travis,Spencer,37,Mabu Street,Oreehioz,IA,94041,$8862.77,GREEN,06/25/2058
4075,Albert,Fleming,22,Afki Ridge,Lucoftub,RI,12866,$7340.93,WHITE,02/07/1983
4076,Jackson,James,38,Relpuz Turnpike,Voehuve,SD,90719,$8532.43,BLUE,01/16/2026
4077,Rhoda,Bishop,20,Rolne Ridge,Nedebow,PA,19230,$9665.73,BLUE,07/08/1995
4078,Mollie,McCarthy,62,Jufheg Point,Itekaja,NE,86554,$6149.74,BLUE,05/01/1945
4079,Eula,Miles,63,Reavi Heights,Efvegino,NY,68705,$600.63,YELLOW,01/06/1917
4080,Calvin,Terry,44,Wivo Heights,Wulcefe,MI,48762,$242.96,RED,06/03/2004
4081,Rena,Mathis,18,Fakmo Key,Jizpetdog,VT,67143,$4393.47,WHITE,05/30/2053
4082,Alexander,Howard,58,Nihov Way,Gakejwap,WY,16378,$8215.50,BLUE,07/05/1993
4083,Ronald,Estrada,55,Peuk Pass,Ongafuf,TN,41764,$5218.08,RED,03/02/2007
4084,Ruth,Mann,27,Otfuz Place,Usasezga,OH,11008,$2482.74,GREEN,04/08/2029
4085,Martin,Graves,55,Siwan Plaza,Pukacpo,MN,83370,$8731.94,RED,07/21/2038
4086,Jason,Silva,50,Nuza Plaza,Mezoewa,MD,84463,$6756.05,YELLOW,09/01/1913
4087,Genevieve,James,58,Ecubo Avenue,Fiuzofep,MI,96235,$6830.35,YELLOW,11/20/2042
4088,Dennis,Gonzalez,41,Owilop Street,Potasdak,PA,05823,$4778.61,YELLOW,02/24/2013
4089,Shawn,Dean,61,Naala Place,Noletatif,WA,51389,$6085.13,GREEN,07/18/1973
4090,Jason,Beck,53,Aguwa Plaza,Buenuceh,AK,98534,$4741.43,WHITE,12/05/1904
4091,Jason,Goodwin,45,Rirza Place,Pebitica,OK,79118,$9997.55,GREEN,07/18/1936
4092,Hunter,Willis,47,Zufke Grove,Lejlafju,CA,55342,$2077.97,RED,05/28/1970
4093,Katie,Riley,20,Rinvu Street,Ikugiuv,DC,38039,$5103.33,RED,06/18/2039
4094,Hilda,Barrett,28,Owuabe Ridge,Uljiha,AR,43868,$2787.54,YELLOW,10/08/1975
4095,Dominic,Higgins,33,Gocoz Manor,Puvondo,ND,13319,$4822.69,GREEN,07/24/1918
4096,Jerome,Ramirez,23,Vohov Way,Ufnovu,NJ,23951,$4240.09,GREEN,03/18/1963
4097,Eugenia,Frank,43,Sawcon Court,Todova,IN,44273,$7058.34,BLUE,07/23/1949
4098,Sarah,Allison,65,Nuwi Turnpike,Fogemsov,OH,09412,$8962.93,BLUE,08/15/1950
4099,Jeff,Collins,45,Wikov Point,Kaiglup,OH,46602,$3169.50,GREEN,09/14/2066
4100,Joe,Collins,49,Kobod Junction,Sewivvo,CT,39350,$640.53,RED,11/01/1911
4101,Evelyn,Elliott,36,Zeru Center,Widrerro,TX,51489,$4490.91,BLUE,10/14/2038
4102,Gabriel,Henderson,43,Odigum Grove,Zunpuvli,IA,78146,$6137.90,BLUE,03/28/1990
4103,Maude,Francis,36,Uvohaz Park,Welecjop,KS,78727,$1072.48,BLUE,06/21/2001
4104,Tyler,Roy,64,Umepe Junction,Hurzowuj,NE,27265,$3874.91,WHITE,09/01/2031
4105,Ollie,Klein,37,Vevnad Avenue,Owawudoj,MN,72423,$5357.61,RED,06/20/1911
4106,Cameron,Price,48,Keha Mill,Rufcuewu,MN,78892,$971.18,YELLOW,07/09/1910
4107,Mitchell,Armstrong,22,Hive Point,Fubcowu,DE,69581,$3503.99,WHITE,03/01/1906
4108,Jennie,Clayton,50,Jehlez Avenue,Lizugila,CO,82543,$8832.79,BLUE,03/10/1991
4109,Jorge,Moore,30,Cukam Highway,Fapemuta,GA,03959,$656.80,BLUE,08/26/1929
4110,Joseph,Shaw,43,Losvo Avenue,Wudmaczi,GA,86306,$3979.61,RED,10/10/1907
4111,Sophie,Frazier,39,Wadbi Court,Todisab,WI,52142,$7073.09,WHITE,09/03/2036
4112,Sarah,Carter,53,Huafo Street,Efawigo,CA,92210,$1961.35,YELLOW,06/13/2006
4113,Vernon,Sparks,49,Evpi Boulevard,Fiknizot,LA,82044,$2262.44,WHITE,04/05/2051
4114,Erik,Christensen,20,Siit Street,Latocpup,HI,13179,$9215.24,GREEN,01/01/1981
4115,Sara,Simmons,44,Zusus Ridge,Lamcihri,PA,87977,$8583.45,YELLOW,11/28/2003
4116,Josephine,McCormick,23,Ajijol Place,Varicba,CO,21446,$7051.27,BLUE,07/19/1944
4117,Samuel,Collier,55,Updi Trail,Tuvobit,AZ,52930,$6114.80,BLUE,03/23/1973
4118,Verna,Perry,48,Halo Mill,Guefca,ME,93632,$1836.71,RED,04/21/2028
4119,Polly,Reynolds,28,Ferid Trail,Zebufra,VA,51320,$1381.33,BLUE,12/06/1926
4120,Violet,Scott,43,Hekju Junction,Ninvogna,VA,09551,$8412.85,GREEN,12/24/2003
4121,Benjamin,Phillips,29,Fawebo Junction,Toohusol,KS,19884,$5448.92,RED,07/07/2065
4122,Brian,Carter,23,Nahos Heights,Puhlonega,OK,82822,$8312.71,BLUE,04/10/1922
4123,Alejandro,Yates,42,Iwuru Trail,Usoecve,MT,59349,$3756.46,WHITE,03/28/2026
4124,Maude,Ryan,33,Uhvo Way,Ribkifog,DC,55138,$34.40,YELLOW,05/28/1943
4125,Gordon,Cummings,29,Mocov Glen,Raweca,AK,07696,$8448.13,GREEN,04/26/1930
4126,Nellie,Huff,54,Fidi Heights,Icuhutuf,MT,04213,$3311.33,WHITE,09/17/2015
4127,Henrietta,Chavez,64,Gacvi Point,Mejocegub,MA,37202,$6058.08,GREEN,11/02/2021
4128,Landon,Colon,24,Vurib Trail,Rebaniwi,UT,00437,$7286.45,RED,08/03/2009
4129,Josie,Wolfe,56,Ezoza Court,Helidi,NM,71440,$5636.99,GREEN,06/08/2048
4130,Lena,Cooper,28,Wumap Lane,Tapiwe,OH,77594,$792.88,WHITE,11/03/1909
4131,Luella,Vasquez,40,Awbo Boulevard,Rikranwi,AR,49874,$9137.30,BLUE,09/09/2034
4132,Louisa,Gutierrez,44,Octu Point,Veicuh,AR,50984,$4211.85,BLUE,11/05/1966
4133,Josie,Hoffman,32,Togbo View,Socdeeh,RI,96332,$2984.30,RED,01/20/2008
4134,Mittie,Padilla,32,Pinunu Glen,Keejje,PA,42567,$9796.42,WHITE,09/11/2014
4135,Violet,Bell,59,Gicbo Street,Papuhru,OR,25527,$270.50,RED,10/13/2057
4136,Leroy,Hall,54,Suwas Grove,Geazeudu,TX,47509,$2874.05,BLUE,08/17/2014
4137,Alberta,Moran,44,Sifgi Heights,Zehadded,HI,38286,$1339.45,GREEN,09/07/1921
4138,Dylan,Chavez,49,Zejan Loop,Kigukbo,MA,97686,$2830.87,YELLOW,01/20/1957
4139,Brandon,Garcia,40,Fofo Glen,Ihouhgi,PA,57326,$7923.82,WHITE,10/25/1991
4140,Cecilia,Lynch,45,Ivoce Heights,Cejarik,TN,75042,$7893.62,GREEN,07/12/1986
4141,Jackson,Gutierrez,25,Dacij Heights,Zojjefelu,HI,45105,$4690.29,YELLOW,10/13/1934
4142,Marion,Steele,20,Lawpi Plaza,Guljanu,WA,72797,$4444.55,BLUE,04/29/1996
4143,Jimmy,Silva,26,Jope Path,Homawfon,DE,89004,$5855.48,BLUE,03/22/1904
4144,Hilda,Larson,27,Mica Place,Paozbi,OR,45817,$239.06,GREEN,05/15/1923
4145,Eula,Holloway,33,Jopoci Highway,Zukukjon,MD,40973,$3703.93,YELLOW,02/28/1924
4146,Fanny,Sims,24,Ogfos Court,Pibvonwod,NV,51166,$2433.66,YELLOW,07/31/1979
4147,Gordon,Norman,23,Wuma Boulevard,Otegufo,NY,58116,$7132.25,RED,10/19/2003
4148,Jessie,Fernandez,54,Woom Pass,Iguvefe,ME,86018,$2798.82,BLUE,09/28/1970
4149,Frank,Keller,39,Kevnal Grove,Hiucpig,NY,19065,$6253.39,RED,04/07/1988
4150,Marvin,Wong,65,Lohli Pass,Relheke,AZ,77018,$2765.58,GREEN,04/03/1952
4151,Allie,Henderson,60,Sojfev Heights,Minseleb,IA,64323,$2793.64,YELLOW,12/02/1912
4152,Christina,Bradley,25,Ceef Turnpike,Azumanim,CO,54358,$6145.30,GREEN,11/10/2047
4153,Owen,Young,22,Irzeh Lane,Batuso,NY,04133,$8417.01,RED,12/28/1975
4154,Marion,Spencer,25,Woti Parkway,Matwoak,UT,13196,$4195.51,GREEN,02/04/1963
4155,Jane,Garcia,48,Guvu Point,Bohuwop,IA,56225,$7063.24,RED,02/02/2024
4156,Iva,Larson,39,Kacgu Way,Utacighu,MS,96158,$1093.71,GREEN,12/02/2014
4157,Vincent,Morrison,25,Litfug Extension,Ekalohuf,SC,99441,$825.05,YELLOW,08/14/1965
4158,Terry,Lyons,22,Oheli Pass,Depevzu,AR,72791,$983.95,WHITE,11/04/1909
4159,Francis,Delgado,58,Egvo Manor,Rirvubce,UT,71004,$515.46,RED,07/19/2020
4160,Margaret,Clark,64,Onoja Parkway,Nalujbel,KY,19942,$1285.96,WHITE,09/19/1948
4161,Alejandro,Brown,29,Acne Path,Budigir,CA,93334,$1087.66,BLUE,05/28/1958
4162,Catherine,Santiago,22,Hoanu Grove,Idceot,HI,94244,$3929.25,YELLOW,09/12/1911
4163,Hallie,Lamb,28,Verma Turnpike,Gowjutop,IN,15182,$2618.34,RED,07/11/1946
4164,Jay,Bailey,31,Wochi Drive,Awinoruj,TX,39818,$9340.23,YELLOW,04/15/1909
4165,Bradley,Mullins,26,Hooc Turnpike,Jamuwuna,UT,43704,$8598.04,YELLOW,10/06/2024
4166,Jon,Alvarado,34,Lamza Drive,Baewiga,TX,70633,$1262.35,BLUE,12/02/1985
4167,Elmer,Parks,22,Imhir Circle,Rapobco,NJ,19820,$4431.92,GREEN,01/23/1944
4168,Isaiah,Herrera,53,Opoiji Manor,Merdekob,MA,34825,$1089.53,RED,07/22/2005
4169,Martin,Morrison,31,Vecrob Path,Abjeaje,MN,36032,$3169.46,WHITE,08/24/1922
4170,Jennie,Jenkins,48,Cutro Mill,Bowlomfa,CT,13461,$7924.56,WHITE,12/30/1968
4171,Madge,Allison,62,Anmop Trail,Fazaji,MT,44600,$524.63,GREEN,12/12/2004
4172,Dominic,Love,45,Jegra Way,Bajuhwi,MO,27805,$6671.46,RED,10/19/1940
4173,Barry,Mason,22,Rehu Terrace,Nowade,WI,11101,$5365.99,RED,04/19/1947
4174,Alberta,Sutton,21,Zepus Loop,Jobepili,MN,52879,$8498.27,BLUE,01/07/1901
4175,Elsie,Bell,43,Lemel Pike,Rezacin,NY,36294,$3906.29,YELLOW,09/10/2041
4176,Matthew,King,49,Mekwi Extension,Rekegme,AZ,18733,$812.13,RED,05/04/1967
4177,Adele,Hayes,24,Koldoz River,Nohiteg,FL,73430,$5844.88,YELLOW,10/13/1950
4178,Roy,Meyer,38,Rowec Junction,Onzuwwam,AR,95205,$5951.91,YELLOW,09/03/2020
4179,Kevin,Moore,51,Venum Avenue,Liluzlo,AK,66300,$667.17,RED,01/13/2026
4180,Louise,Cruz,58,Wiju Pike,Lodirik,TX,81945,$5523.09,YELLOW,07/30/2043
4181,Mable,Washington,63,Soriw Terrace,Kulciccu,WI,87320,$2234.93,RED,08/26/2040
4182,Grace,Fuller,24,Runoz Way,Opsoobi,MD,80014,$6694.70,BLUE,09/10/1998
4183,Ivan,Flowers,20,Nenka Park,Bohane,NJ,72019,$4217.07,BLUE,02/15/2018
4184,Belle,Johnston,48,Mozzu Way,Godlubor,LA,31241,$6300.78,YELLOW,01/22/2016
4185,Curtis,Klein,37,Lelvuf Trail,Asusetaf,NV,87514,$9363.19,GREEN,01/18/2034
4186,Rose,Waters,51,Oduzop Place,Bowimeud,MD,89740,$4503.83,BLUE,04/01/2059
4187,Tyler,Wilson,58,Nudzin Park,Sutviroh,AZ,34937,$5431.07,YELLOW,12/18/1915
4188,Mabelle,Ballard,59,Guef Mill,Zavpucpem,MN,57181,$2007.92,RED,04/10/2013
4189,Todd,Cunningham,62,Hesip Junction,Vatgoje,IA,00310,$3978.03,RED,02/21/2019
4190,Barry,Tyler,47,Uzsa Lane,Edoguzo,OK,77104,$334.19,WHITE,06/28/1989
4191,Bess,Houston,52,Puvtej Pass,Rojbetcu,DC,98462,$8258.32,BLUE,04/19/1918
4192,Hilda,Townsend,26,Besasi Street,Duuwuko,MN,58973,$5662.57,WHITE,03/14/1934
4193,Mildred,Love,30,Fumen Junction,Lebnuwna,OK,85781,$1592.26,GREEN,10/31/1931
4194,Maria,Mills,35,Jefsit Circle,Woacane,RI,80574,$4560.63,WHITE,01/03/2039
4195,Ola,Powers,40,Kabcup Heights,Lasikle,VT,66652,$5605.28,GREEN,12/06/1917
4196,Charlie,Sanchez,50,Abema Trail,Etagga,CA,63751,$9749.45,BLUE,07/17/1994
4197,Theresa,Weaver,20,Eplec Manor,Gopakva,MD,56527,$659.03,BLUE,04/27/1960
4198,Bobby,Hammond,44,Fibuk Circle,Negipwu,HI,69373,$1780.37,RED,09/08/1975
4199,Ricky,Rose,41,Nirme Highway,Urizoaju,TX,13215,$9916.41,WHITE,11/21/1965
4200,Julian,Knight,19,Sucva Road,Feukpa,CT,84695,$3774.63,RED,01/15/1934
4201,Curtis,Byrd,38,Leka Boulevard,Nudujos,GA,19691,$2464.58,GREEN,06/20/2013
4202,Eula,Hines,65,Kumiko View,Eslepma,NE,71525,$7622.92,BLUE,12/15/2037
4203,Irene,Hamilton,50,Fudej Road,Katimanip,NC,92288,$6115.03,BLUE,05/07/1939
4204,Gerald,Soto,62,Hewdi Plaza,Ejuzacvuv,WV,10467,$8334.88,YELLOW,05/18/1993
4205,Austin,Baldwin,25,Koma Extension,Insezoc,WV,23823,$5347.83,RED,07/04/1923
4206,Myrtie,Burns,58,Fejru Grove,Hefalloh,MN,64237,$3857.28,GREEN,07/22/2027
4207,Bill,Holland,56,Huhu Extension,Unnidba,CT,84518,$7721.79,BLUE,12/07/1937
4208,Mollie,Collier,23,Nati Circle,Pilapti,MN,51556,$5605.22,BLUE,08/01/1944
4209,Henry,Little,20,Agwoz Road,Diehenov,NC,93612,$5823.12,YELLOW,07/15/2030
4210,Genevieve,Wagner,46,Oviibi Road,Gabitmiv,MN,69487,$4182.14,WHITE,10/11/1921
4211,Leo,Floyd,21,Hitet Place,Vebuwnu,CO,47327,$7571.78,WHITE,08/19/1953
4212,Angel,Parks,21,Icufin Street,Ugewatu,WI,03628,$3229.62,RED,06/17/1959
4213,Lou,Nunez,38,Siwvur Pike,Gakeduhi,PA,24404,$1559.18,RED,06/17/2003
4214,Victor,Carter,25,Pociwa Highway,Gehnewi,LA,46707,$4289.85,YELLOW,10/06/1987
4215,Aiden,Tucker,60,Sowbu Lane,Tusapub,UT,06697,$9945.25,YELLOW,09/21/1994
4216,Frank,Paul,41,Lezih Boulevard,Larulruz,VA,36696,$2037.12,YELLOW,04/26/1987
4217,Evan,Abbott,46,Cewene Circle,Upuepuaka,MT,70927,$2783.16,GREEN,03/07/1908
4218,Willie,Watkins,48,Awbi Plaza,Pidsoune,PA,69663,$1427.47,BLUE,10/23/2017
4219,Sally,Gibson,63,Savol Avenue,Vefupu,IL,66338,$1428.74,GREEN,01/19/2068
4220,Willie,Webb,61,Zikaz Heights,Japuhe,NH,54909,$6958.28,GREEN,11/13/1911
4221,Genevieve,Bowen,56,Hagrol Park,Zipgovcu,SD,58005,$875.37,YELLOW,04/16/2001
4222,Victor,Fisher,36,Cecuc Lane,Lumzuhsa,OH,74479,$2230.35,BLUE,06/24/2046
4223,Delia,Henderson,29,Moza Street,Izosagato,IA,27260,$7732.71,GREEN,02/20/1942
4224,Elsie,Ruiz,44,Valeg Loop,Dipdukvol,CT,27056,$4822.34,GREEN,07/22/1974
4225,Shane,Ross,28,Sice Turnpike,Ogguzu,ID,22809,$7353.74,RED,06/22/1941
4226,Dollie,Erickson,27,Pedsag Pass,Upikiluv,MS,30921,$5331.18,YELLOW,11/20/2038
4227,Dominic,Andrews,19,Mufu Parkway,Mituhig,OK,63779,$9666.11,YELLOW,09/02/2010
4228,Teresa,Davidson,61,Ginim Terrace,Terodib,VA,84137,$988.68,BLUE,04/04/1986
4229,Jennie,Washington,58,Hiceh Court,Fipcanec,ID,33174,$2234.03,WHITE,08/20/1929
4230,Adrian,Hubbard,32,Kewa Street,Movpokge,DE,94294,$967.04,GREEN,03/03/1933
4231,Adam,Goodwin,55,Ujiale Pike,Vuogmo,WA,62437,$7633.83,GREEN,02/05/2043
4232,Tillie,Gill,26,Azodiz Square,Tepromoc,NM,27092,$3430.94,YELLOW,01/02/2024
4233,Glenn,Davis,35,Vivoj Highway,Uzoosvos,WY,94087,$220.57,RED,12/19/1987
4234,Lloyd,Porter,29,Kappo Pass,Osapazaw,VA,50917,$6421.27,WHITE,08/29/1992
4235,Leila,Maldonado,18,Head Trail,Jubnelda,AK,07426,$9143.14,YELLOW,08/23/2068
4236,Rosetta,McGee,37,Bugaf Highway,Goolime,MT,70271,$3369.82,YELLOW,11/22/2004
4237,Lucille,Guzman,36,Podafo Path,Tikcurka,IN,75779,$3497.25,BLUE,02/25/1925
4238,Jacob,Quinn,23,Koshan Pass,Ifuowiapa,KY,88850,$7994.81,BLUE,04/30/2019
4239,Shane,Wheeler,65,Buscap Parkway,Ticmevu,IL,29723,$8710.75,GREEN,11/04/2065
4240,Timothy,Armstrong,56,Hajip Manor,Ciwkicil,PA,14786,$6363.52,WHITE,07/30/2005
4241,Harriet,Joseph,38,Girfig Grove,Lopzaow,DC,69016,$7804.46,WHITE,10/22/1905
4242,Nelle,Munoz,22,Rahsa Manor,Fuuter,VA,97244,$1234.24,YELLOW,07/11/2045
4243,Walter,West,63,Avene Point,Kupmiri,KY,19098,$7472.80,BLUE,04/03/1966
4244,Jeff,Blake,45,Soce Heights,Wucvijzuf,ID,82239,$5038.72,YELLOW,01/12/1971
4245,Tillie,Black,28,Padro Trail,Hidejwo,LA,19777,$9377.44,GREEN,06/30/1914
4246,Christina,Pearson,22,Vahkok Pass,Datgupep,CO,42830,$21.55,YELLOW,02/11/2009
4247,Dennis,Summers,40,Zahi Avenue,Ecugabop,MN,04329,$7922.39,YELLOW,05/28/1915
4248,Elijah,Patrick,20,Rahu Heights,Onlupe,CA,94134,$9282.62,WHITE,01/04/2067
4249,Myrtie,Fowler,29,Jucot Mill,Jersiaro,TN,32310,$8099.72,WHITE,07/27/2011
4250,Viola,Bishop,58,Ehomo Plaza,Zunuim,IA,35197,$2422.98,WHITE,02/22/1913
4251,Beulah,Byrd,41,Coro Plaza,Savose,NJ,00974,$1842.08,RED,01/31/1922
4252,Lela,Tran,61,Tiwe Center,Datwajev,AR,94778,$5879.81,BLUE,11/04/2047
4253,Ruby,Quinn,29,Jekar Turnpike,Vubajte,SD,78188,$424.23,WHITE,10/19/1967
4254,Blanche,Kim,23,Vullo Road,Jiatabu,WY,95672,$256.50,RED,03/22/2018
4255,Mabel,Carroll,62,Kige Pike,Deedawa,DC,22036,$1883.22,WHITE,02/01/1976
4256,Brandon,Rodriguez,48,Kusem Key,Wielufa,AK,53026,$6573.36,YELLOW,11/17/1903
4257,Bruce,Larson,36,Huhep Extension,Bezupow,WY,33213,$5190.17,RED,10/02/1915
4258,Louise,Houston,18,Covpo View,Pufopgim,PA,68028,$6099.29,BLUE,05/21/2039
4259,Ricky,Cole,38,Kemfus View,Zaifgaj,PA,65519,$3717.90,WHITE,06/20/1952
4260,Belle,Greer,42,Ruima Glen,Wavnedlod,AK,05329,$4698.18,YELLOW,10/31/1932
4261,Maud,Padilla,37,Aluvo Road,Mekdulow,AZ,83665,$4289.43,BLUE,08/18/1958
4262,Kyle,Clarke,39,Iksi Glen,Ebakoere,UT,75586,$5588.97,GREEN,05/07/2051
4263,Max,Reid,55,Emimi Plaza,Teicugof,TN,00074,$9323.71,RED,02/13/1983
4264,Frances,Robertson,24,Jomo Manor,Avhetlom,ID,90706,$6207.75,BLUE,07/26/1962
4265,Gary,Figueroa,21,Gedke Terrace,Agijiblah,FL,17681,$7856.24,WHITE,01/05/2012
4266,Leona,McCoy,23,Mokap Manor,Jiasgu,WA,12478,$6691.87,BLUE,04/10/1957
4267,Bettie,Stanley,36,Nifzaw Pike,Neajhew,NC,40784,$3301.43,YELLOW,12/28/1990
4268,Betty,Garcia,36,Fouv Square,Iwurasi,TX,64774,$5047.43,BLUE,07/21/1997
4269,Danny,Nash,35,Honol Mill,Benelot,TN,65897,$4819.58,RED,07/25/1904
4270,Leon,Marsh,56,Watnu Road,Imuipuik,OR,13929,$7796.40,RED,07/15/1974
4271,Hattie,Collier,38,Zoeke Glen,Tajgafo,AZ,32254,$1998.14,YELLOW,12/02/1945
4272,Edna,Wilson,46,Ecavin Loop,Gejjarup,DC,95245,$245.36,YELLOW,03/05/2064
4273,Justin,Rhodes,60,Iwseg Square,Lopcivof,OR,41869,$7436.06,GREEN,01/15/2041
4274,Kevin,Evans,59,Azwo Key,Ivafisiv,OH,24460,$541.83,BLUE,09/26/2013
4275,Ella,Silva,27,Zoada Plaza,Pedlidko,MD,61839,$1396.38,RED,05/05/1970
4276,Mamie,Collins,29,Etzeg Square,Unoceoha,AZ,88824,$6767.31,GREEN,03/05/2032
4277,Jennie,McCarthy,21,Ejezud Circle,Sufiolo,MT,90330,$5116.74,YELLOW,07/15/1987
4278,Dean,Hampton,19,Jokcah Court,Kucivelo,AK,69504,$1328.42,RED,03/12/2011
4279,Adelaide,Williamson,29,Nutej View,Esguhem,GA,53879,$1590.53,BLUE,11/09/2050
4280,Hester,Simon,52,Pofet Place,Pietahu,NC,84519,$9001.11,GREEN,01/20/2033
4281,Marion,Castillo,42,Otudi Terrace,Uggusuf,MO,27674,$6720.87,YELLOW,06/12/1994
4282,Winnie,Alvarez,30,Fiumi Avenue,Esatirle,DC,31643,$6511.04,BLUE,01/01/1977
4283,Philip,Byrd,25,Sujav Extension,Zegutja,MI,32190,$4216.08,YELLOW,01/05/2045
4284,Arthur,Valdez,46,Sakmu Loop,Gekuhus,WY,26441,$4926.73,WHITE,06/25/2044
4285,Clayton,Paul,65,Uruvuh Terrace,Nokekvi,IL,83239,$7607.82,BLUE,11/30/2065
4286,Mike,Ferguson,55,Opegi Drive,Ezwetwe,WA,15200,$8919.18,RED,03/21/1975
4287,Lelia,Phelps,34,Rivihe Pike,Dokkimud,ID,67178,$2795.28,BLUE,06/29/1948
4288,Jacob,Olson,22,Tecfi Trail,Webveubi,TN,23982,$703.55,YELLOW,06/05/1942
4289,Jesse,McCoy,65,Nindag Center,Muhduwwuj,MS,59625,$3005.60,WHITE,09/14/2030
4290,Clara,Cunningham,34,Zajpit Place,Dobumdom,SD,71569,$2879.82,WHITE,05/31/2043
4291,Owen,Turner,40,Dium Key,Wuhodpo,MO,07532,$2068.49,YELLOW,08/22/1949
